p0,p1x,p1y,p1z,p2,p3,p4,p5,p6,p7,p8,p9,c0,FLOPS,elapsed_sec,machine_identifier,mpi_ranks,threads_per_node,ranks_per_node,gpu_enabled,libE_id,libE_workers
float,512,512,1024, ,-a2a,-p2p_pl,-pencils, ,1 4 32,8 16 1,12,cufft,-4252.4,434.72548484802246,polaris-gpu,128,64,4,True,2,2
float,512,512,1024, ,-a2a,-p2p_pl,-pencils,-r2c_dir 0,1 4 32,8 16 1,12,cufft,-4170.8,437.3577470779419,polaris-gpu,128,64,4,True,2,2
float,512,512,1024,-reorder, , , , ,1 4 32,8 16 1,8,cufft,-5869.5,440.1270041465759,polaris-gpu,128,64,4,True,2,2
float,512,512,1024,-reorder, , ,-pencils, ,1 4 32,1 128 1,8,cufft,-3968.59,443.89350605010986,polaris-gpu,128,64,4,True,2,2
float,512,512,1024,-reorder, ,-p2p_pl, , ,1 4 32,8 16 1,8,cufft,-6580.57,445.1942229270935,polaris-gpu,128,64,4,True,3,2
float,512,512,1024,-no-reorder, ,-p2p,-pencils,-r2c_dir 0,1 4 32,8 16 1,8,cufft,-3128.78,448.99497961997986,polaris-gpu,128,64,4,True,2,2
float,512,512,1024,-reorder,-a2av, ,-pencils, ,1 4 32,8 16 1,8,cufft,-5880.71,451.5641927719116,polaris-gpu,128,64,4,True,2,2
float,512,512,1024, , , , , ,1 4 32,8 16 1,8,cufft,-5362.73,454.15542793273926,polaris-gpu,128,64,4,True,2,2
double,512,512,1024,-reorder, , ,-pencils, ,1 4 32,8 16 1,8,cufft,-3192.54,456.95092368125916,polaris-gpu,128,64,4,True,2,2
float,512,512,1024,-no-reorder, , , ,-r2c_dir 0,8 16 1,8 16 1,8,cufft,-3097.64,460.37552094459534,polaris-gpu,128,64,4,True,2,2
float,512,512,1024,-reorder, , ,-pencils, ,1 4 32,32 4 1,8,cufft,-2390.87,462.8377296924591,polaris-gpu,128,64,4,True,3,2
float,512,512,1024,-reorder,-a2a, ,-pencils, ,1 4 32,8 16 1,4,cufft,-4321.79,465.6231679916382,polaris-gpu,128,64,4,True,2,2
float,512,512,1024,-no-reorder, ,-p2p_pl, , ,2 64 1,8 16 1,8,cufft,-3906.16,468.21418952941895,polaris-gpu,128,64,4,True,2,2
float,512,512,1024,-no-reorder,-a2av,-p2p,-pencils, ,1 4 32,8 16 1,8,cufft,-3066.79,470.6618583202362,polaris-gpu,128,64,4,True,2,2
double,512,512,1024,-reorder,-a2av, , , ,1 4 32,8 16 1,8,cufft,-3182.99,473.44227600097656,polaris-gpu,128,64,4,True,2,2
float,512,512,1024,-no-reorder, ,-p2p, , ,1 4 32,8 16 1,8,cufft,-3014.46,476.02746415138245,polaris-gpu,128,64,4,True,2,2
float,512,512,1024,-no-reorder,-a2av, , , ,4 8 4,8 16 1,4,cufft,-1371.38,479.8262679576874,polaris-gpu,128,64,4,True,2,2
float,512,512,1024,-no-reorder, , ,-pencils, ,1 4 32,8 16 1,16,cufft,-4421.29,481.2534246444702,polaris-gpu,128,64,4,True,3,2
float,512,512,1024, , ,-p2p, ,-r2c_dir 0,1 4 32,1 8 16,8,cufft,-2049.7,485.2357678413391,polaris-gpu,128,64,4,True,2,2
float,512,512,1024,-no-reorder, , , , ,1 64 2,8 16 1,8,cufft,-3482.9,488.6707842350006,polaris-gpu,128,64,4,True,3,2
float,512,512,1024, , , , ,-r2c_dir 1,1 4 32,8 16 1,16,cufft,-1940.48,491.25477170944214,polaris-gpu,128,64,4,True,2,2
double,512,512,1024,-no-reorder, , , , ,1 4 32,8 16 1,8,cufft,-2955.55,493.7221713066101,polaris-gpu,128,64,4,True,2,2
float,512,512,1024,-reorder, , , ,-r2c_dir 0,1 4 32,1 8 16,8,cufft,-3365.73,497.19869899749756,polaris-gpu,128,64,4,True,2,2
float,512,512,1024, , ,-p2p_pl, , ,1 4 32,8 16 1,8,cufft,-5965.02,498.95393657684326,polaris-gpu,128,64,4,True,3,2
float,512,512,1024,-reorder,-a2av, , , ,1 32 4,8 16 1,8,cufft,-2908.54,503.28922057151794,polaris-gpu,128,64,4,True,2,2
float,512,512,1024,-reorder,-a2av, , , ,1 4 32,8 16 1,12,cufft,-4549.52,504.82441568374634,polaris-gpu,128,64,4,True,3,2
float,512,512,1024,-no-reorder,-a2av,-p2p_pl, ,-r2c_dir 0,64 2 1,8 16 1,8,cufft,-2763.4,508.71563363075256,polaris-gpu,128,64,4,True,2,2
float,512,512,1024,-reorder, ,-p2p_pl, ,-r2c_dir 0,8 4 4,8 16 1,8,cufft,-1854.17,511.22288703918457,polaris-gpu,128,64,4,True,3,2
float,512,512,1024, ,-a2av,-p2p_pl, , ,1 4 32,8 16 1,8,cufft,-5994.37,513.7034265995026,polaris-gpu,128,64,4,True,2,2
float,512,512,1024,-no-reorder,-a2av, ,-slabs, ,1 4 32,8 16 1,12,cufft,-1173.28,517.8543705940247,polaris-gpu,128,64,4,True,2,2
float,512,512,1024,-reorder, ,-p2p_pl,-pencils,-r2c_dir 0,1 4 32,16 8 1,8,cufft,-2132.81,519.3813517093658,polaris-gpu,128,64,4,True,3,2
float,512,512,1024, , ,-p2p_pl,-pencils,-r2c_dir 0,1 4 32,1 32 4,8,cufft,-3930.86,522.9575908184052,polaris-gpu,128,64,4,True,2,2
float,512,512,1024, , , ,-pencils,-r2c_dir 0,2 2 32,8 16 1,4,cufft,-2937.71,525.621196269989,polaris-gpu,128,64,4,True,2,2
float,512,512,1024, , , , ,-r2c_dir 0,1 4 32,8 2 8,8,cufft,-3345.04,528.3303632736206,polaris-gpu,128,64,4,True,2,2
float,512,512,1024,-no-reorder, ,-p2p_pl, ,-r2c_dir 0,1 4 32,16 1 8,8,cufft,-4109.36,531.1080639362335,polaris-gpu,128,64,4,True,2,2
float,512,512,1024,-no-reorder,-a2av,-p2p_pl, , ,1 4 32,8 16 1,8,cufft,-6031.44,533.4876799583435,polaris-gpu,128,64,4,True,2,2
float,512,512,1024, ,-a2av, ,-pencils,-r2c_dir 0,1 4 32,8 16 1,2,cufft,-2532.26,536.3036334514618,polaris-gpu,128,64,4,True,2,2
float,512,512,1024,-reorder, ,-p2p, ,-r2c_dir 0,1 4 32,8 16 1,4,cufft,-2865.86,539.0035107135773,polaris-gpu,128,64,4,True,2,2
float,512,512,1024,-no-reorder,-a2av, , ,-r2c_dir 0,1 4 32,8 16 1,4,cufft,-4140.74,541.6324849128723,polaris-gpu,128,64,4,True,2,2
