c0,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,mpi_ranks,FLOPS,elapsed_sec,identifier,threads_per_node,ranks_per_node,gpu_enabled,libE_id,libE_workers
fftw,float,128,-reorder,-a2av, , ,-r2c_dir 2,0.9749156854011296,0.179603283446837,0.8048992533727757,256,-56.4124,390.1968719959259,theta-knl,64,64,False,0,1
fftw,float,128,-reorder, ,-p2p, ,-r2c_dir 2,0.8424481944906104,0.928766160117702,0.6200513907615783,256,-73.7003,521.8076374530792,theta-knl,64,64,False,0,1
fftw,float,128,-no-reorder,-a2av,-p2p_pl,-slabs, ,0.4789294079583391,0.7128357774237807,0.1084461005786534,256,-17.0381,668.356852054596,theta-knl,64,64,False,0,1
fftw,float,128,-reorder, ,-p2p_pl, ,-r2c_dir 0,0.9358499373595583,0.7227274625829984,0.2931483736235298,256,-89.7351,771.7709090709686,theta-knl,64,64,False,0,1
fftw,float,128,-reorder, ,-p2p_pl,-slabs,-r2c_dir 1,0.9604055233266188,0.5889487154978099,0.2996513393915498,256,-21.6235,896.6009962558746,theta-knl,64,64,False,0,1
fftw,float,128,-reorder, ,-p2p_pl,-slabs,-r2c_dir 2,0.6531616922439711,0.2355789558570712,0.5070831875232733,256,-20.5753,1024.8819255828855,theta-knl,64,64,False,0,1
fftw,float,128,-reorder, ,-p2p,-slabs,-r2c_dir 0,0.5693882942928049,0.5656401644949147,0.3172438512919062,256,-14.5862,1147.181099653244,theta-knl,64,64,False,0,1
fftw,float,128,-reorder, ,-p2p_pl, , ,0.9375749777163832,0.8565492034768387,0.6614082062689495,256,-80.3066,1244.6174771785736,theta-knl,64,64,False,0,1
fftw,float,128,-reorder,-a2a,-p2p_pl,-slabs, ,0.9986260719343204,0.0015417258396573,0.8576782104111285,256,1.0,1387.483407497406,theta-knl,64,64,False,0,1
fftw,float,128,-reorder,-a2a,-p2p,-pencils,-r2c_dir 1,0.3415485416507952,0.7426874610497609,0.646039667675868,256,-77.4616,1482.9397361278534,theta-knl,64,64,False,0,1
fftw,double,128,-reorder,-a2a,-p2p_pl,-slabs,-r2c_dir 2,0.6063954078390226,0.7763856216569025,0.3506555219883002,256,-16.818,1600.9036705493927,theta-knl,64,64,False,0,1
fftw,float,128,-no-reorder, , ,-slabs,-r2c_dir 1,0.6035165951443944,0.6783228767725834,0.6885086947498251,256,-35.7277,1701.635722398758,theta-knl,64,64,False,0,1
fftw,float,128, ,-a2av, , ,-r2c_dir 2,0.2950006293335504,0.2068922135987579,0.0569820560152087,256,-62.1632,1823.5992918014529,theta-knl,64,64,False,0,1
fftw,float,128,-reorder, , , ,-r2c_dir 0,0.9764192382060141,0.7220423568518775,0.40960547189042606,256,-76.3764,1938.0403599739075,theta-knl,64,64,False,0,1
