c0,p0,p1,p2,p3,FOM,elapsed_sec,machine_identifier,mpi_ranks,threads_per_node,ranks_per_node,gpu_enabled,libE_id,libE_workers
roibin_blosc.json,18,4,4,1,-13.5697,1480.8898108005524,polaris-gpu,64,64,4,True,2,4
roibin_blosc.json,34,4,4,1,-17.8188,1505.9644532203674,polaris-gpu,64,64,4,True,3,4
roibin_blosc.json,20,1,4,1,-21.513,1525.0357246398926,polaris-gpu,64,64,4,True,4,4
roibin_blosc.json,19,1,4,1,-14.9497,1536.7893340587616,polaris-gpu,64,64,4,True,5,4
roibin_blosc.json,40,4,4,1,-18.3757,1542.436912536621,polaris-gpu,64,64,4,True,2,4
roibin_blosc.json,42,4,4,1,-15.0775,1568.4626104831696,polaris-gpu,64,64,4,True,3,4
roibin_blosc.json,21,1,4,1,-16.6421,1585.2568242549896,polaris-gpu,64,64,4,True,4,4
roibin_blosc.json,25,1,4,1,-18.3757,1598.4694929122925,polaris-gpu,64,64,4,True,5,4
roibin_blosc.json,38,4,4,1,-16.6421,1604.18701004982,polaris-gpu,64,64,4,True,2,4
roibin_blosc.json,35,4,4,1,-20.2766,1627.8073058128357,polaris-gpu,64,64,4,True,3,4
roibin_blosc.json,24,1,4,1,-12.9711,1645.7032046318054,polaris-gpu,64,64,4,True,4,4
roibin_blosc.json,29,1,4,1,-18.0007,1660.2982938289642,polaris-gpu,64,64,4,True,5,4
roibin_blosc.json,22,1,4,1,-16.6421,1665.5855412483215,polaris-gpu,64,64,4,True,2,4
roibin_blosc.json,30,4,4,1,-14.4596,1690.5053284168243,polaris-gpu,64,64,4,True,3,4
roibin_blosc.json,32,4,4,1,-15.6112,1707.6773824691772,polaris-gpu,64,64,4,True,4,4
roibin_blosc.json,33,1,4,1,-16.8006,1725.9802505970001,polaris-gpu,64,64,4,True,2,4
roibin_blosc.json,28,1,4,1,-21.513,1726.7408108711243,polaris-gpu,64,64,4,True,5,4
roibin_blosc.json,34,1,4,1,-19.6007,1750.747360944748,polaris-gpu,64,64,4,True,3,4
roibin_blosc.json,39,1,4,1,-19.3853,1763.768886566162,polaris-gpu,64,64,4,True,4,4
roibin_blosc.json,41,1,4,1,-22.0508,1787.4368388652802,polaris-gpu,64,64,4,True,2,4
roibin_blosc.json,32,1,4,1,-13.6749,1790.1021049022675,polaris-gpu,64,64,4,True,5,4
roibin_blosc.json,35,1,4,1,-15.2075,1811.5167372226715,polaris-gpu,64,64,4,True,3,4
roibin_blosc.json,40,1,4,1,-17.6407,1824.2177202701569,polaris-gpu,64,64,4,True,4,4
roibin_blosc.json,38,1,4,1,-14.7005,1849.9937238693237,polaris-gpu,64,64,4,True,2,4
roibin_blosc.json,42,1,4,1,-14.8241,1852.630639076233,polaris-gpu,64,64,4,True,5,4
