,FLOPS,c0,elapsed_sec,gpu_enabled,libE_id,libE_workers,mpi_ranks,p0,p1x,p1y,p1z,p2,p3,p4,p5,p6,p7,p8,p9,ranks_per_node,threads_per_node
50,-2224.72,cufft,415.8103342056274,True,4,4,64,float,512,512,512, ,-a2av, ,-pencils,-r2c_dir 0,2 2 16,8 8 1,16,4,64
51,-2215.93,cufft,348.30333137512207,True,2,4,64,float,512,512,512, ,-a2av, ,-pencils, ,2 2 16,8 8 1,12,4,64
52,-2154.59,cufft,371.0616681575775,True,3,4,64,float,512,512,512,-reorder,-a2av,-p2p,-pencils,-r2c_dir 0,2 2 16,8 8 1,2,4,64
53,-2129.83,cufft,278.8200874328613,True,4,4,64,float,512,512,512,-reorder,-a2a, ,-pencils,-r2c_dir 0,2 2 16,8 8 1,16,4,64
54,-2112.32,cufft,351.08735179901123,True,2,4,64,float,512,512,512,-reorder,-a2a, , ,-r2c_dir 0,2 2 16,8 8 1,4,4,64
55,-2052.42,cufft,298.40255904197693,True,4,4,64,float,512,512,512,-reorder,-a2a,-p2p, ,-r2c_dir 0,2 2 16,8 8 1,16,4,64
56,-2039.62,cufft,467.7299330234528,True,4,4,64,float,512,512,512,-reorder,-a2a,-p2p_pl,-pencils, ,4 16 1,8 8 1,2,4,64
57,-2031.97,cufft,327.3702728748321,True,4,4,64,float,512,512,512,-reorder,-a2a,-p2p, , ,2 2 16,8 8 1,2,4,64
58,-2028.36,cufft,313.4383282661438,True,3,4,64,float,512,512,512,-reorder, ,-p2p,-pencils, ,2 2 16,8 8 1,8,4,64
59,-2022.32,cufft,367.3775990009308,True,2,4,64,float,512,512,512,-reorder,-a2a,-p2p,-pencils, ,2 2 16,8 8 1,16,4,64
60,-2021.84,cufft,474.115359544754,True,5,4,64,float,512,512,512,-reorder, ,-p2p_pl,-pencils,-r2c_dir 0,8 8 1,8 8 1,2,4,64
61,-1996.79,cufft,463.9627585411072,True,2,4,64,float,512,512,512,-reorder,-a2av,-p2p_pl, ,-r2c_dir 0,4 16 1,8 8 1,4,4,64
62,-1971.05,cufft,516.840443611145,True,3,4,64,float,512,512,512,-reorder,-a2av,-p2p_pl, ,-r2c_dir 0,16 1 4,8 8 1,2,4,64
63,-1968.68,cufft,448.5912358760834,True,3,4,64,float,512,512,512,-no-reorder,-a2av,-p2p, ,-r2c_dir 0,2 2 16,8 8 1,8,4,64
64,-1961.78,cufft,321.9300789833069,True,5,4,64,float,512,512,512,-no-reorder, ,-p2p,-pencils, ,2 2 16,8 8 1,8,4,64
65,-1956.56,cufft,307.2036175727844,True,3,4,64,float,512,512,512, ,-a2a, ,-pencils, ,2 2 16,8 8 1,4,4,64
66,-1952.58,cufft,430.9617686271668,True,3,4,64,float,512,512,512, ,-a2av,-p2p, ,-r2c_dir 0,2 2 16,8 8 1,2,4,64
67,-1930.17,cufft,345.3134381771088,True,5,4,64,float,512,512,512, , ,-p2p,-pencils,-r2c_dir 0,2 2 16,8 8 1,8,4,64
68,-1919.56,cufft,260.5894823074341,True,5,4,64,float,512,512,512,-no-reorder,-a2a, ,-pencils, ,2 2 16,8 8 1,12,4,64
69,-1899.03,cufft,541.6322917938232,True,4,4,64,float,512,512,512,-reorder,-a2a,-p2p,-pencils, ,2 1 32,8 8 1,2,4,64
70,-1897.67,cufft,552.0989410877228,True,5,4,64,float,512,512,512,-reorder, ,-p2p, , ,2 1 32,8 8 1,2,4,64
71,-1897.43,cufft,488.5819737911224,True,5,4,64,float,512,512,512,-no-reorder,-a2av,-p2p_pl, ,-r2c_dir 0,8 8 1,8 8 1,2,4,64
72,-1882.62,cufft,310.79818892478943,True,3,4,64,float,512,512,512,-no-reorder,-a2a,-p2p, , ,2 2 16,8 8 1,2,4,64
73,-1849.67,cufft,524.7961754798889,True,3,4,64,float,512,512,512,-reorder,-a2a,-p2p_pl, , ,2 2 16,1 8 8,4,4,64
74,-1823.34,cufft,460.04835271835327,True,3,4,64,float,512,512,512, ,-a2a,-p2p_pl, ,-r2c_dir 0,16 1 4,8 8 1,12,4,64
75,-1805.0,cufft,544.4284453392029,True,4,4,64,float,512,512,512,-reorder,-a2a,-p2p_pl, ,-r2c_dir 0,2 2 16,1 4 16,4,4,64
76,-1789.58,cufft,234.05367588996887,True,5,4,64,float,512,512,512,-reorder,-a2av, ,-pencils, ,2 2 16,8 4 2,12,4,64
77,-1727.34,cufft,409.5352439880371,True,3,4,64,double,512,512,512,-reorder,-a2av,-p2p_pl,-pencils, ,2 2 16,8 8 1,2,4,64
78,-1724.87,cufft,401.1556158065796,True,3,4,64,double,512,512,512,-reorder, ,-p2p_pl, ,-r2c_dir 0,2 2 16,8 8 1,4,4,64
79,-1686.27,cufft,520.7565948963165,True,3,4,64,double,512,512,512,-reorder,-a2a,-p2p_pl, , ,2 1 32,8 8 1,2,4,64
80,-1681.5,cufft,239.28018593788147,True,5,4,64,float,512,512,512,-reorder, , ,-pencils, ,4 1 16,8 4 2,12,4,64
81,-1665.65,cufft,21.482664823532104,True,2,4,64,float,512,512,512, , ,-p2p_pl, ,-r2c_dir 1,2 4 8,16 2 2,8,4,64
82,-1623.0,cufft,393.79853868484497,True,3,4,64,float,512,512,512,-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,2 2 16,8 8 1,8,4,64
83,-1620.73,cufft,284.908502817154,True,2,4,64,double,512,512,512,-reorder, , ,-pencils, ,2 2 16,8 8 1,16,4,64
84,-1618.79,cufft,291.0683708190918,True,4,4,64,double,512,512,512,-reorder,-a2av, ,-pencils, ,2 2 16,8 8 1,12,4,64
85,-1602.66,cufft,371.0747303962708,True,2,4,64,double,512,512,512, ,-a2av,-p2p_pl,-pencils,-r2c_dir 0,2 2 16,8 8 1,16,4,64
86,-1583.52,cufft,276.32222390174866,True,5,4,64,float,512,512,512,-reorder, , ,-pencils, ,2 2 16,1 16 4,8,4,64
87,-1579.69,cufft,70.1169319152832,True,2,4,64,float,512,512,512,-no-reorder, , , , ,4 1 16,8 4 2,8,4,64
88,-1565.59,cufft,528.7738394737244,True,3,4,64,float,512,512,512, ,-a2av,-p2p_pl, ,-r2c_dir 1,2 2 16,8 8 1,2,4,64
89,-1502.66,cufft,337.21940445899963,True,5,4,64,float,512,512,512,-reorder,-a2av,-p2p_pl,-pencils, ,8 2 4,8 8 1,8,4,64
0,-5200.98,cufft,41.08551573753357,True,0,1,64,float,512,512,512, , ,-p2p_pl, ,-r2c_dir 0,2 4 8,4 16 1,4,4,4
1,-4753.56,cufft,321.6242427825928,True,0,1,64,float,512,512,512,-reorder, ,-p2p_pl,-slabs,-r2c_dir 0,4 2 8,16 4 1,8,4,4
2,-4074.9,cufft,445.3363184928894,True,0,1,64,float,512,512,512, ,-a2av,-p2p_pl, , ,4 1 16,1 1 64,4,4,4
3,-3632.02,cufft,655.998740196228,True,0,1,64,float,512,512,512,-no-reorder,-a2av,-p2p_pl, ,-r2c_dir 1,1 32 2,1 4 16,2,4,4
4,-3614.17,cufft,82.45376658439636,True,0,1,64,float,512,512,512,-reorder, ,-p2p_pl, ,-r2c_dir 0,2 2 16,4 8 2,16,4,4
5,-3600.44,cufft,38.87134647369385,True,0,1,64,float,512,512,512,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 0,2 16 2,1 8 8,4,4,4
6,-3546.62,cufft,279.22134375572205,True,0,1,64,float,512,512,512, , ,-p2p_pl, ,-r2c_dir 0,4 8 2,16 2 2,2,4,4
7,-3379.63,cufft,614.0689315795898,True,0,1,64,float,512,512,512, , ,-p2p_pl,-pencils,-r2c_dir 1,4 2 8,64 1 1,2,4,4
8,-3221.37,cufft,36.53857421875,True,0,1,64,float,512,512,512, ,-a2a,-p2p_pl, ,-r2c_dir 2,4 1 16,8 8 1,12,4,4
9,-3102.39,cufft,31.754291772842407,True,0,1,64,float,512,512,512,-reorder,-a2a,-p2p, ,-r2c_dir 1,16 1 4,8 2 4,16,4,4
10,-2768.45,cufft,14.72193169593811,True,0,1,64,double,512,512,512,-reorder,-a2a,-p2p_pl,-slabs, ,1 64 1,4 2 8,12,4,4
11,-2717.94,cufft,16.989224433898926,True,0,1,64,float,512,512,512,-no-reorder, , ,-pencils, ,2 2 16,1 32 2,2,4,4
12,-2709.74,cufft,568.9075920581818,True,0,1,64,float,512,512,512, ,-a2a,-p2p, ,-r2c_dir 0,4 4 4,2 2 16,4,4,4
13,-2657.52,cufft,526.8467652797699,True,0,1,64,double,512,512,512, ,-a2a,-p2p_pl,-pencils,-r2c_dir 0,2 4 8,16 4 1,8,4,4
14,-2608.51,cufft,239.9861764907837,True,0,1,64,double,512,512,512,-reorder,-a2a,-p2p, ,-r2c_dir 0,2 4 8,8 1 8,2,4,4
15,-2573.04,cufft,121.07326817512512,True,0,1,64,float,512,512,512,-no-reorder,-a2a,-p2p,-pencils,-r2c_dir 2,4 1 16,8 8 1,12,4,4
16,-2300.15,cufft,160.8290455341339,True,0,1,64,double,512,512,512,-reorder,-a2a, ,-slabs,-r2c_dir 1,4 4 4,8 8 1,8,4,4
17,-1928.93,cufft,200.67893266677856,True,0,1,64,double,512,512,512, ,-a2av,-p2p,-pencils,-r2c_dir 1,8 1 8,8 1 8,2,4,4
18,-1908.54,cufft,361.6982970237732,True,0,1,64,float,512,512,512,-reorder,-a2a, , , ,2 4 8,1 4 16,16,4,4
19,-1870.46,cufft,24.175907611846924,True,0,1,64,float,512,512,512, ,-a2a,-p2p,-slabs,-r2c_dir 2,64 1 1,1 2 32,16,4,4
20,-1818.97,cufft,7.675013303756714,True,0,1,64,double,512,512,512, ,-a2av, ,-pencils,-r2c_dir 0,4 8 2,32 2 1,2,4,4
21,-1758.64,cufft,26.56706738471985,True,0,1,64,double,512,512,512, ,-a2av, , ,-r2c_dir 1,8 4 2,1 32 2,12,4,4
22,-1734.31,cufft,34.089478492736816,True,0,1,64,double,512,512,512,-no-reorder, ,-p2p_pl,-slabs,-r2c_dir 2,1 1 64,16 4 1,2,4,4
23,-1731.3,cufft,10.070708274841309,True,0,1,64,double,512,512,512,-reorder,-a2av,-p2p,-pencils,-r2c_dir 2,4 8 2,4 8 2,4,4,4
0,-2999.78,cufft,51.37312006950378,True,2,4,64,float,512,512,512, , , ,-slabs,-r2c_dir 1,4 2 8,2 16 2,16,4,64
1,-2070.52,cufft,23.99164605140686,True,4,4,64,float,512,512,512, , , , ,-r2c_dir 2,4 4 4,2 1 32,4,4,64
2,-1875.27,cufft,41.75045394897461,True,3,4,64,float,512,512,512, , ,-p2p_pl,-slabs,-r2c_dir 0,8 4 2,8 8 1,4,4,64
3,-1870.44,cufft,50.60220170021057,True,5,4,64,float,512,512,512, , ,-p2p, ,-r2c_dir 1,1 64 1,4 8 2,5,4,64
4,-1613.06,cufft,37.63576650619507,True,4,4,64,double,512,512,512,-no-reorder,-a2av, , , ,1 64 1,4 16 1,9,4,64
5,-1532.92,cufft,18.722985982894897,True,3,4,64,double,512,512,512,-no-reorder, ,-p2p, ,-r2c_dir 1,1 1 64,8 1 8,10,4,64
6,-1526.74,cufft,23.723428964614868,True,2,4,64,float,512,512,512, ,-a2av,-p2p_pl,-pencils, ,4 4 4,16 1 4,4,4,64
